Unnamed: 0,Name,Origin,5_star,4_star,3_star,2_star,1_star
1,Sher C.,"From IL, IL",12.0,4.0,0.0,4.0,2.0
1,Nicole E.,"From Chicago, IL",6.0,4.0,1.0,1.0,0.0
1,Ola B.,"From Chicago, IL",6.0,2.0,0.0,0.0,0.0
1,johnny b.,"From Charlotte, NC",65.0,111.0,119.0,91.0,21.0
1,T Mir S.,"From Chicago, IL",19.0,10.0,7.0,2.0,4.0
1,Miss O.,"From Wicker Park, Chicago, IL",56.0,107.0,77.0,25.0,31.0
1,"Carolyn ""La Gourmande"" L.","From Los Angeles, CA",276.0,227.0,173.0,28.0,4.0
1,"Boon ""Fon"" K.","From Downers Grove, IL",219.0,319.0,225.0,67.0,23.0
1,"Carol ""I can't believe you ate that whole thing?!"" K.","From Los Angeles, CA",9.0,29.0,15.0,6.0,11.0
1,"Chicago ""Job Seeker"" J.","From Chicago, IL",1.0,18.0,18.0,11.0,5.0
1,"Shradha ""Vegetarianista"" A.","From Austin, TX",472.0,981.0,799.0,265.0,63.0
1,"Curt ""See, you are tea"" C.","From Chicago, IL",11.0,6.0,1.0,3.0,3.0
1,Sara F.,"From Chicago, IL",33.0,30.0,19.0,7.0,1.0
1,Bryan M.,"From Chicago, IL",28.0,28.0,6.0,1.0,0.0
1,"Ben ""The Earl of Sandwich"" K.","From Chicago, IL",133.0,180.0,93.0,38.0,10.0
1,"Maureen ""Mo"" K.","From Cedar Rapids, IA",5.0,9.0,2.0,4.0,2.0
1,Berlin G.,"From Chicago, IL",5.0,11.0,8.0,4.0,1.0
1,"Rajiv ""Rageaholic"" H.","From Chicago, IL",21.0,33.0,14.0,15.0,12.0
1,City G.,"From Chicago, IL",5.0,0.0,1.0,0.0,4.0
1,Angela Z.,"From Chicago, IL",33.0,21.0,9.0,6.0,9.0
1,"Alysha ""Extra Yummy"" P.","From San Francisco, CA",33.0,51.0,26.0,20.0,4.0
1,Eden S.,"From Denver, CO",11.0,30.0,16.0,1.0,1.0
1,"Sylia ""the fashionista"" Y.","From Chicago, IL",,,,,
1,Vaidehi T.,"From Chicago, IL",112.0,136.0,59.0,13.0,3.0
1,Jess B.,"From Brooklyn, NY",8.0,6.0,3.0,4.0,0.0
1,Caroline F.,"From Chicago, IL",10.0,3.0,1.0,2.0,2.0
1,"Brook ""you know it"" E.","From Chicago, IL",46.0,79.0,29.0,6.0,5.0
1,Anna R.,"From Chicago, IL",14.0,11.0,1.0,4.0,2.0
1,Bryan M.,"From Chicago, IL",4.0,11.0,6.0,1.0,2.0
1,Katherine Y.,"From Springfield, MO",6.0,0.0,0.0,1.0,1.0
1,Chicago G.,"From Oak Park, IL",32.0,21.0,11.0,16.0,20.0
1,A K.,"From Chicago, IL",3.0,1.0,2.0,4.0,12.0
1,DJ M.,"From Naples, FL",13.0,2.0,1.0,2.0,1.0
1,Gabrielle S.,"From La Grange Park, IL",52.0,48.0,40.0,15.0,4.0
1,"Tim ""TJ"" F.","From Saint Paul, MN",58.0,40.0,11.0,7.0,5.0
1,Lizzie M.,"From Chicago, IL",,,,,
1,"Joe ""tumtum"" H.","From Chicago, IL",15.0,20.0,3.0,1.0,1.0
1,"J ""IndianaJohn"" J.","From Philadelphia, PA",19.0,14.0,5.0,6.0,5.0
1,Jodie P.,"From Chicago, IL",7.0,3.0,2.0,2.0,1.0
1,Cosme P.,"From Rancho Palos Verdes, CA",19.0,18.0,12.0,1.0,2.0
1,"Susan ""Not Going to Sugar Coat It"" G.","From Chicago, IL",54.0,123.0,69.0,36.0,11.0
1,Laura F.,"From Berlin, Germany",17.0,4.0,6.0,8.0,4.0
1,erin k.,"From Chicago, IL",58.0,64.0,17.0,8.0,2.0
1,"Leigha ""Peanut"" I.","From Chicago, IL",5.0,20.0,2.0,3.0,0.0
1,Amy S.,"From Brooklyn, Brooklyn, NY",8.0,32.0,39.0,25.0,7.0
1,Brent S.,"From Chicago, IL",12.0,17.0,7.0,0.0,1.0
1,Joe K.,"From Chicago, IL",,,,,
1,"Monica ""I heart Carbs"" K.","From Pittsburgh, PA",33.0,26.0,26.0,7.0,4.0
1,Brenna B.,"From Chicago, IL",5.0,1.0,0.0,1.0,0.0
1,Milesh Milan J.,"From Chicago, IL",6.0,14.0,2.0,0.0,2.0
1,diann s.,"From Evanston, IL",8.0,8.0,1.0,7.0,1.0
1,Justyna L.,"From Justice, IL",3.0,2.0,1.0,0.0,2.0
1,A F.,"From Chicago, IL",,,,,
1,"Robin ""Livin' in a foodie paradise"" D.","From Chicago, IL",75.0,138.0,77.0,23.0,6.0
1,"Ben ""Ben T."" T.","From Chicago, IL",6.0,7.0,1.0,1.0,2.0
1,Laura Y.,"From Chicago, IL",5.0,1.0,3.0,1.0,0.0
1,Jeanus T.,"From Chicago, IL",26.0,37.0,22.0,11.0,8.0
1,Sharon C.,"From New York, NY",109.0,183.0,110.0,18.0,8.0
1,L L.,"From Chicago, IL",79.0,17.0,15.0,14.0,15.0
1,caroline k.,"From New York, NY",18.0,71.0,64.0,31.0,4.0
1,hemanth g.,"From Chicago, IL",,,,,
1,Jenny B.,"From Spring, TX",12.0,5.0,8.0,5.0,4.0
1,Kat S.,"From Minneapolis, MN",6.0,12.0,9.0,12.0,6.0
1,"Katy ""K to the T"" R.","From Kansas City, MO",20.0,16.0,1.0,2.0,1.0
1,Yumi Y.,"From Chicago, IL",4.0,7.0,4.0,0.0,0.0
1,"Meghan ""whatever"" L.","From Oak Park, IL",54.0,27.0,9.0,11.0,3.0
1,"Ariana ""Deal Hunter"" G.","From Chicago, IL",8.0,10.0,9.0,5.0,12.0
1,beth w.,"From Hinsdale, IL",12.0,16.0,7.0,2.0,1.0
1,John B.,"From San Diego, CA",16.0,2.0,0.0,1.0,1.0
1,Kyle B.,"From Chicago, IL",40.0,65.0,45.0,21.0,5.0
1,"Erin ""Muffin"" G.","From Chicago, IL",17.0,14.0,7.0,2.0,4.0
1,"DONNA ""Restless D"" M.","From Chicago, IL",42.0,18.0,2.0,3.0,5.0
1,Kristin R.,"From Chicago, IL",93.0,106.0,54.0,39.0,21.0
1,Christine K.,"From Chicago, IL",10.0,33.0,10.0,3.0,2.0
1,S L.,"From Chicago, IL",4.0,13.0,8.0,1.0,0.0
1,Chelsea C.,"From Austin, TX",29.0,2.0,0.0,2.0,2.0
1,Natalie J.,"From Chicago, IL",32.0,42.0,18.0,16.0,14.0
1,Jason P.,"From Chicago, IL",,,,,
1,Brian S.,"From Chicago, IL",3.0,15.0,7.0,2.0,0.0
1,"Holly ""Hawaii"" S.","From Chicago, IL",7.0,0.0,0.0,1.0,2.0
1,Courtney M.,"From Aliso Viejo, CA",59.0,40.0,14.0,6.0,8.0
1,"Kim ""kimbean"" A.","From Chicago, IL",42.0,58.0,26.0,14.0,12.0
1,Joe V.,"From Chicago, IL",18.0,10.0,4.0,0.0,4.0
1,"Jen ""think locally, eat globally"" K.","From West Linn, OR",326.0,847.0,562.0,177.0,27.0
1,"Janell ""Maddie"" K.","From Chicago, IL",2.0,6.0,2.0,3.0,0.0
1,"Swati ""The Rockstar"" B.","From Chicago, IL",141.0,102.0,62.0,31.0,12.0
1,Colleen O.,"From Albany Park, Chicago, IL",12.0,17.0,4.0,2.0,7.0
1,"Candice ""Bonita Almighty"" R.","From Long Beach, CA",39.0,124.0,82.0,78.0,44.0
1,"Alfredo ""the Sauce"" L.","From San Francisco, CA",21.0,11.0,5.0,3.0,1.0
1,"Meagan ""Foodie Triathlete"" F.","From Arlington Heights, IL",9.0,7.0,1.0,2.0,0.0
1,Sophia T.,"From Chicago, IL",8.0,17.0,13.0,7.0,5.0
1,katie b.,"From Chicago, IL",13.0,12.0,0.0,1.0,0.0
1,j s.,"From Chicago, IL",8.0,2.0,1.0,4.0,7.0
1,Brian L.,"From Waukegan, IL",10.0,16.0,12.0,5.0,4.0
1,Michael N.,"From Chicago, IL",1.0,4.0,0.0,3.0,4.0
1,Naina J.,"From Chicago, IL",2.0,4.0,0.0,2.0,0.0
1,Tiffany K.,"From Chicago, IL",68.0,129.0,87.0,33.0,20.0
1,Andrea W.,"From Chicago, IL",8.0,8.0,3.0,2.0,1.0
1,"Mike ""He'll Eat Anything"" S.","From Miami, FL",32.0,16.0,3.0,3.0,0.0
1,"David ""Cookie Monster"" D.","From Chicago, IL",2.0,2.0,1.0,4.0,0.0
1,"Dan ""Dirty Dizzle"" S.","From Lake Zurich, IL",0.0,1.0,1.0,1.0,1.0
1,Connie C.,"From Chicago, IL",6.0,4.0,5.0,2.0,4.0
1,Matt S.,"From Chicago, IL",20.0,40.0,16.0,10.0,3.0
1,"Intersectional-Marxism-Is-Cancer ""Intersectional-Marxism-Is-Cancer"" I.","From Chicago, IL",14.0,44.0,43.0,11.0,7.0
1,Joscelyn M.,"From Chicago, IL",36.0,115.0,49.0,24.0,9.0
1,Stan W.,"From Chicago, IL",45.0,46.0,35.0,27.0,17.0
1,"Erin ""Hey, I'm walking here"" N.","From Portland, OR",37.0,77.0,46.0,18.0,2.0
1,"Ram ""Bulldog"" N.","From Chicago, IL",5.0,0.0,3.0,1.0,1.0
1,"Jackie ""smalls"" S.","From Elburn, IL",18.0,19.0,15.0,8.0,5.0
1,Kolyan D.,"From Westchester, IL",19.0,23.0,7.0,2.0,1.0
1,Robert G.,"From Chicago, IL",207.0,83.0,76.0,55.0,67.0
1,"Chandani ""munne"" J.","From Skokie, IL",,,,,
1,"Bryan ""nikorean"" C.","From Skokie, IL",12.0,9.0,3.0,7.0,2.0
1,Sue K.,"From Lincolnwood, IL",19.0,45.0,28.0,11.0,1.0
1,"Mehran ""i eat because i'm curious"" F.","From Chicago, IL",201.0,162.0,126.0,126.0,75.0
1,"Angela ""watchu yelpin bout (Willis)?"" H.","From Naperville, IL",40.0,42.0,24.0,22.0,7.0
1,Julio E.,"From Seattle, WA",27.0,23.0,4.0,0.0,4.0
1,Stefan H.,"From Chicago, IL",34.0,10.0,3.0,4.0,4.0
1,Angel S.,"From Chicago, IL",8.0,2.0,1.0,0.0,3.0
1,Tracy M.,"From Chicago, IL",12.0,13.0,3.0,2.0,4.0
1,Kara K.,"From Chicago, IL",67.0,71.0,27.0,3.0,5.0
1,Rebekka T.,"From Eagle Rock, Los Angeles, CA",34.0,27.0,28.0,19.0,11.0
1,Kristin S.,"From Chicago, IL",96.0,122.0,57.0,38.0,16.0
1,Molly S.,"From Chicago, IL",29.0,21.0,17.0,23.0,13.0
1,Laura V.,"From Chicago, IL",4.0,0.0,1.0,0.0,1.0
1,"Jeff ""I like to eat"" R.","From Washington, DC",27.0,140.0,111.0,37.0,4.0
1,"Tim ""Timmy Fever"" S.","From Chicago, IL",7.0,4.0,0.0,2.0,1.0
1,D B.,"From Wicker Park, Chicago, IL",4.0,2.0,2.0,1.0,3.0
1,Paula L.,"From Phoenix, AZ",111.0,93.0,108.0,36.0,25.0
1,"steve ""In Chicago"" h.","From Chicago, IL",16.0,7.0,5.0,0.0,3.0
1,Alan Z.,"From San Francisco, CA",18.0,4.0,0.0,8.0,7.0
1,Robert K.,"From Chicago, IL",4.0,0.0,0.0,0.0,1.0
1,Payal G.,"From Chicago, IL",24.0,10.0,5.0,5.0,9.0
1,"Saurabh ""SD"" D.","From Centreville, VA",7.0,17.0,12.0,2.0,4.0
1,Ram J.,"From Chicago, IL",14.0,11.0,13.0,10.0,13.0
1,Kristen F.,"From Austin, TX",29.0,37.0,21.0,15.0,13.0
1,Tony R.,"From Chicago, IL",10.0,1.0,0.0,0.0,0.0
1,Sue C.,"From Foster City, CA",6.0,2.0,0.0,1.0,1.0
1,Travis B.,"From Raleigh, NC",23.0,26.0,5.0,11.0,1.0
1,"Cindy ""Yummy in my tummy"" L.","From Northbrook, IL",52.0,84.0,54.0,17.0,9.0
1,"Beth ""Plant-eating Machine"" M.","From Chicago, IL",29.0,115.0,67.0,25.0,5.0
1,Jackie S.,"From Chicago, IL",15.0,16.0,14.0,12.0,6.0
1,"Anne ""I like to bike, but I'm not a hipster"" S.","From Chicago, IL",381.0,224.0,86.0,16.0,8.0
1,Jen M.,"From Queens, NY",3.0,3.0,1.0,1.0,0.0
1,"Benjamin ""Skinny"" S.","From Chicago, IL",,,,,
1,laura b.,"From Chicago, IL",,,,,
1,Janeen A.,"From Chicago, IL",13.0,10.0,2.0,5.0,1.0
1,"Cassie ""awesome^2"" S.","From Deerfield, IL",116.0,285.0,121.0,82.0,10.0
1,"J ""Grandmomma Wolf"" D.","From Chicago, IL",71.0,95.0,73.0,34.0,18.0
1,Shera H.,"From Dallas, TX",9.0,1.0,1.0,2.0,2.0
1,M L.,"From Chicago, IL",,,,,
1,Julie A.,"From Chicago, IL",234.0,200.0,90.0,23.0,9.0
1,Joshua Y.,"From Richmond, VA",2.0,4.0,3.0,1.0,0.0
1,Caty H.,"From Chicago, IL",21.0,29.0,14.0,3.0,5.0
1,Kate P.,"From Chicago, IL",6.0,2.0,2.0,1.0,1.0
1,"Jonathan ""Crozzlow"" C.","From Chicago, IL",12.0,28.0,3.0,1.0,4.0
1,j k.,"From San Francisco, CA",30.0,25.0,5.0,5.0,2.0
1,Jose C.,"From Los Angeles, CA",36.0,49.0,25.0,8.0,1.0
1,"Andrew ""De Kreeft"" B.","From Seattle, WA",78.0,37.0,18.0,26.0,52.0
1,"Leah ""born again chicagoan"" C.","From Chicago, IL",169.0,227.0,176.0,59.0,38.0
1,Bess R.,"From Farmington, MI",84.0,177.0,81.0,33.0,4.0
1,"Raana ""banana"" A.","From Manhattan, NY",24.0,45.0,14.0,8.0,5.0
1,AMANDA T.,"From Chicago, IL",,,,,
1,Becky K.,"From Chicago, IL",4.0,4.0,0.0,1.0,1.0
1,"Jen ""THE Foodie"" R.","From Chicago, IL",2.0,5.0,0.0,0.0,0.0
1,"Andrew ""Anonymous"" C.","From Walnut Creek, CA",19.0,6.0,3.0,2.0,2.0
1,"Amanda ""Put a BIRD on it"" Z.","From Chicago, IL",254.0,377.0,137.0,28.0,6.0
1,Rob L.,"From Denver, CO",172.0,282.0,89.0,21.0,6.0
1,Nicole H.,"From Chicago, IL",22.0,5.0,3.0,1.0,5.0
1,"Edgar ""DreamingofFood"" S.","From Denver, CO",17.0,1.0,0.0,3.0,13.0
1,"Jelena ""Balkanista"" Z.","From Saint Louis, MO",568.0,836.0,313.0,79.0,11.0
1,Hugh B.,"From Chicago, IL",47.0,56.0,30.0,10.0,7.0
1,"Colleen ""World Marveler"" C.","From Chicago, IL",936.0,1165.0,469.0,147.0,58.0
1,"John ""Toad"" W.","From Chicago, IL",23.0,55.0,35.0,21.0,8.0
1,David V.,"From Millbrae, CA",9.0,0.0,0.0,0.0,7.0
1,Ravi K.,"From Glenview, IL",1.0,5.0,5.0,2.0,5.0
1,Thomas I.,"From Omaha, NE",17.0,18.0,9.0,9.0,10.0
1,Marianne P.,"From Santa Rosa, CA",8.0,1.0,0.0,0.0,2.0
1,SHarad H.,"From Chicago, IL",,,,,
1,Madeline S.,"From Chicago, IL",27.0,24.0,10.0,4.0,1.0
1,Jourdan S.,"From Seattle, WA",27.0,36.0,20.0,20.0,22.0
1,Kent Z.,"From Chicago, IL",10.0,0.0,0.0,1.0,2.0
1,April S.,"From Brooklyn, NY",9.0,5.0,2.0,3.0,3.0
1,Jen M.,"From Chicago, IL",7.0,8.0,4.0,1.0,1.0
1,Gabrielle P.,"From Chicago, IL",2.0,3.0,0.0,0.0,1.0
1,Katie D.,"From Chicago, IL",14.0,56.0,19.0,9.0,2.0
1,"Tracy ""Tkoss"" K.","From Dallas, TX",13.0,3.0,1.0,9.0,5.0
1,Adam A.,"From Chicago, IL",69.0,40.0,4.0,1.0,0.0
1,Marie C.,"From Carterville, IL",5.0,5.0,2.0,5.0,3.0
1,Minal v.,"From Lake View East, Chicago, IL",4.0,0.0,0.0,0.0,0.0
1,Emily M.,"From Chicago, IL",20.0,7.0,4.0,3.0,1.0
1,"Tara ""In Fine Spirits"" M.","From Chicago, IL",1.0,1.0,3.0,3.0,7.0
1,Crystal B.,"From Bloomington, IN",,,,,
1,Daniel G.,"From Evanston, IL",53.0,25.0,4.0,1.0,0.0
1,"Miriam ""Mim"" W.","From Chicago, IL",249.0,406.0,127.0,89.0,37.0
1,Maddie S.,"From Chicago, IL",9.0,4.0,0.0,1.0,0.0
1,Brittany M.,"From Skokie, IL",27.0,27.0,6.0,1.0,2.0
1,Amy H.,"From Chicago, IL",91.0,22.0,20.0,8.0,5.0
1,Chris Z.,"From Addison, IL",,,,,
1,Kaylee A.,"From Baltimore, MD",3.0,0.0,1.0,0.0,1.0
1,Ellie K.,"From Chicago, IL",37.0,10.0,5.0,1.0,2.0
1,Ashley G.,"From Griffith, IN",11.0,0.0,0.0,1.0,0.0
1,"Cee ""One Ab Wonder"" V.","From Niles, IL",8.0,6.0,5.0,1.0,0.0
1,Andrea V.,"From Tucson, AZ",19.0,11.0,5.0,1.0,0.0
1,Jenna J.,"From Downers Grove, IL",9.0,3.0,0.0,0.0,1.0
1,Diana F.,"From Fullerton, CA",26.0,3.0,3.0,4.0,5.0
1,"Dave ""Kluv"" K.","From Chicago, IL",35.0,92.0,54.0,37.0,25.0
1,Audrey L.,"From Chicago, IL",41.0,37.0,2.0,2.0,1.0
1,Brian C.,"From Dallas, TX",6.0,0.0,0.0,0.0,1.0
1,Kayla E.,"From Vallejo, CA",22.0,10.0,3.0,2.0,1.0
1,Alexa K.,"From Naperville, IL",7.0,1.0,3.0,0.0,1.0
1,Tom F.,"From Chicago, IL",151.0,161.0,64.0,30.0,12.0
1,"Charlie ""#SuperhumanNinja"" K.","From Chicago, IL",187.0,82.0,33.0,16.0,6.0
1,Lai T.,"From San Jose, CA",18.0,4.0,3.0,1.0,1.0
1,Ali P.,"From Chicago, IL",47.0,58.0,25.0,4.0,5.0
1,Krisha M.,"From Kirkland, WA",11.0,6.0,2.0,6.0,3.0
1,"Sopla ""badass food maven"" R.","From Los Angeles, CA",24.0,113.0,84.0,66.0,55.0
1,Jack K.,"From Chicago, IL",121.0,65.0,15.0,5.0,0.0
1,"Bushra ""Potato Chip Connoisseur"" H.","From Edison, NJ",140.0,149.0,64.0,38.0,12.0
1,Julie C.,"From Chicago, IL",44.0,25.0,8.0,4.0,3.0
1,Molly M.,"From Carol Stream, IL",5.0,0.0,0.0,0.0,0.0
1,Allegra S.,"From Chicago, IL",30.0,29.0,11.0,5.0,1.0
1,Felip B.,"From Northeast Seattle, Seattle, WA",,,,,
1,John H.,"From Chicago, IL",63.0,100.0,35.0,8.0,4.0
1,Marium Y.,"From Falls Church, VA",7.0,3.0,1.0,3.0,1.0
1,Alexandria B.,"From New York, NY",38.0,30.0,9.0,8.0,4.0
1,Siri M.,"From Chicago, IL",165.0,84.0,25.0,5.0,3.0
1,Jennifer C.,"From Chicago, IL",14.0,7.0,1.0,0.0,0.0
1,Sonal J.,"From Chicago, IL",33.0,7.0,4.0,5.0,4.0
1,Alicia R.,"From Austin, TX",47.0,23.0,8.0,12.0,10.0
1,Kate M.,"From Chicago, IL",133.0,54.0,34.0,22.0,21.0
1,Heather S.,"From Philadelphia, PA",75.0,102.0,35.0,12.0,15.0
1,"Fallon ""Fal"" F.","From Denver, CO",33.0,23.0,0.0,0.0,0.0
1,Kailin L.,"From Chicago, IL",5.0,3.0,1.0,7.0,6.0
1,"Paige ""Pancake Queen"" K.","From Chicago, IL",41.0,103.0,71.0,22.0,3.0
1,Divya N.,"From Durham, NC",27.0,8.0,4.0,2.0,1.0
1,Yuko M.,"From Chicago, IL",14.0,15.0,6.0,3.0,2.0
1,Stephanie M.,"From Chicago, IL",90.0,18.0,15.0,15.0,8.0
1,vernon c.,"From Chicago, IL",21.0,4.0,1.0,11.0,16.0
1,Kristen C.,"From Chicago, IL",324.0,327.0,118.0,53.0,26.0
1,Harina J.,"From Chicago, IL",40.0,9.0,2.0,1.0,1.0
1,Megan K.,"From Chicago, IL",50.0,14.0,6.0,3.0,1.0
1,Veronica G.,"From Pembroke Pines, FL",14.0,5.0,0.0,1.0,6.0
1,Amanda S.,"From Washington, DC",38.0,43.0,16.0,1.0,4.0
1,J S.,"From Rittenhouse Square, Philadelphia, PA",,,,,
1,Adam A.,"From Chicago, IL",13.0,2.0,2.0,0.0,6.0
1,Kendall R.,"From Chicago, IL",79.0,66.0,20.0,8.0,9.0
1,Otto C.,"From San Marino, CA",,,,,
1,Marlene S.,"From Chicago, IL",58.0,81.0,43.0,8.0,8.0
1,"Sheree ""Girl UNinterrupted"" S.","From Chicago, IL",1.0,0.0,0.0,1.0,3.0
1,Sarah M.,"From River North, Chicago, IL",,,,,
1,Fatima C.,"From Chicago, IL",6.0,0.0,0.0,0.0,0.0
1,Jude C.,"From Chicago, IL",21.0,1.0,0.0,0.0,0.0
1,"Lauren ""Mrs. Sarceda"" P.","From Bolingbrook, IL",127.0,122.0,33.0,8.0,12.0
1,Mary T.,"From Chicago, IL",281.0,579.0,301.0,83.0,15.0
1,Tech K.,"From Boston, MA",16.0,36.0,15.0,0.0,0.0
1,Simon Z.,"From San Francisco, CA",2.0,4.0,0.0,0.0,0.0
1,Dallas A.,"From Chicago, IL",33.0,15.0,3.0,1.0,0.0
1,Onie R.,"From Chicago, IL",5.0,6.0,2.0,3.0,4.0
1,Marissa F.,"From Chicago, IL",69.0,38.0,5.0,2.0,0.0
1,Elyse D.,"From Chicago, IL",,,,,
1,David K.,"From Libertyville, IL",,,,,
1,Haley R.,"From Evanston, IL",19.0,11.0,3.0,1.0,3.0
1,Cinthya Q.,"From Logan Square, Chicago, IL",134.0,135.0,34.0,6.0,13.0
1,Jamie K.,"From Chicago, IL",7.0,1.0,0.0,0.0,0.0
1,Jordan S.,"From Highland Park, IL",2.0,0.0,0.0,1.0,1.0
1,Jess W.,"From Northwest Calgary, Calgary, Canada",3.0,1.0,1.0,1.0,0.0
1,Rebecca X.,"From Chicago, IL",39.0,38.0,10.0,3.0,1.0
1,"Kelly ""KsB"" B.","From Seattle, WA",120.0,56.0,26.0,11.0,6.0
1,Sophia K.,"From Chicago, IL",58.0,30.0,7.0,1.0,4.0
1,Naquiyah C.,"From Chicago, IL",31.0,18.0,8.0,3.0,5.0
1,Anthony M.,"From Tinley Park, IL",3.0,1.0,2.0,3.0,32.0
1,Sarah S.,"From Chicago, IL",12.0,17.0,6.0,18.0,11.0
1,"Bryan ""Imma Tell Like it Tis'"" L.","From Chicago, IL",18.0,29.0,11.0,10.0,1.0
1,Katie E.,"From Chicago, IL",138.0,44.0,31.0,21.0,24.0
1,Susan L.,"From Lake View East, Chicago, IL",14.0,72.0,62.0,9.0,7.0
1,Haley M.,"From Chicago, IL",40.0,55.0,28.0,8.0,7.0
1,"Rie ""SeriousFoodie"" U.","From Chicago, IL",68.0,47.0,24.0,7.0,9.0
1,Sarah V.,"From Naperville, IL",8.0,0.0,0.0,0.0,0.0
1,Emily G.,"From Chicago, IL",50.0,20.0,7.0,9.0,4.0
1,Tammy W.,"From Grant Park, IL",50.0,5.0,3.0,8.0,19.0
1,Caitlyn R.,"From Dallas, TX",26.0,27.0,9.0,6.0,6.0
1,Lauren E.,"From Chicago, IL",71.0,87.0,25.0,4.0,2.0
1,Leila T.,"From Chicago, IL",36.0,9.0,2.0,1.0,6.0
1,Nate V.,"From Winnetka, IL",21.0,6.0,2.0,0.0,1.0
1,Tara Lynn O.,"From Chicago, IL",70.0,86.0,23.0,2.0,0.0
1,Ali M.,"From Boston, MA",161.0,62.0,51.0,36.0,60.0
1,Kjerstin H.,"From Chicago, IL",5.0,2.0,1.0,1.0,1.0
1,Nerissa T.,"From Chicago, IL",113.0,151.0,39.0,12.0,1.0
1,Jenny C.,"From Chicago, IL",10.0,19.0,12.0,10.0,2.0
1,Daniel A.,"From Cedar Rapids, IA",3.0,0.0,2.0,2.0,1.0
1,"Claire ""Urban Sherpa"" G.","From Denver, CO",64.0,69.0,12.0,6.0,3.0
1,Tyler T.,"From Lawrence, KS",,,,,
1,Nichole C.,"From Groveton, TX",,,,,
1,Lauren F.,"From Indianapolis, IN",5.0,1.0,0.0,0.0,0.0
1,Lilian D.,"From Gurnee, IL",8.0,4.0,1.0,0.0,0.0
1,Anuj S.,"From Chicago, IL",79.0,268.0,296.0,91.0,29.0
1,Brandon D.,"From San Francisco, CA",,,,,
1,Josey T. W.,"From Barrington, IL",43.0,1.0,0.0,0.0,0.0
1,YuLii R.,"From Logan Square, Chicago, IL",1.0,0.0,0.0,0.0,5.0
1,Marissa B.,"From Evanston, IL",17.0,14.0,4.0,1.0,2.0
1,Chloe J.,"From Chicago, IL",9.0,0.0,0.0,4.0,1.0
1,Malia M.,"From Seattle, WA",38.0,65.0,30.0,7.0,4.0
1,Chris T.,"From Verona, WI",51.0,18.0,6.0,1.0,0.0
1,Sloan I.,"From Chicago, IL",25.0,12.0,2.0,0.0,0.0
1,"Chandler ""CReviewer"" N.","From Chicago, IL",15.0,0.0,4.0,15.0,17.0
1,Brittany H.,"From Richmond, VA",5.0,22.0,2.0,1.0,1.0
1,Ava F.,"From South San Francisco, CA",41.0,51.0,31.0,8.0,2.0
1,Tej S.,"From Chicago, IL",,,,,
1,Ally M.,"From Williamsburg, VA",3.0,2.0,1.0,0.0,0.0
1,Chris L.,"From Falls Church, VA",38.0,10.0,8.0,7.0,4.0
1,Pratik J.,"From Novi, MI",6.0,8.0,2.0,0.0,0.0
1,John F.,"From Buckman Neighborhood, Portland, OR",5.0,0.0,0.0,0.0,3.0
1,Matthew A.,"From Oak Park, MI",7.0,5.0,2.0,7.0,2.0
1,Jason P.,"From Columbus, OH",34.0,21.0,13.0,9.0,10.0
1,"Rena ""Re"" D.","From Chicago, IL",21.0,4.0,3.0,0.0,1.0
1,Andrew K.,"From Chicago, IL",26.0,31.0,9.0,1.0,1.0
1,Brandon W.,"From Indian Springs, Spring, TX",16.0,3.0,0.0,2.0,0.0
1,Eric L.,"From Santa Clara, CA",17.0,12.0,6.0,1.0,0.0
1,Rita M.,"From Milwaukee, WI",24.0,69.0,26.0,7.0,1.0
1,"Matty ""Matty C"" C.","From IL, IL",53.0,60.0,17.0,13.0,10.0
1,Chris H.,"From West Loop, Chicago, IL",42.0,3.0,1.0,3.0,1.0
1,William W.,"From Chicago, IL",6.0,0.0,0.0,4.0,5.0
1,Melissa W.,"From Vancouver, WA",,,,,
1,Aleesa G.,"From Niles, IL",12.0,5.0,2.0,0.0,0.0
1,Jessica B.,"From Kansas City, MO",154.0,123.0,10.0,0.0,0.0
1,Lillie L.,"From Chicago, IL",3.0,1.0,0.0,0.0,0.0
1,Sara S.,"From Chicago, IL",40.0,44.0,13.0,11.0,17.0
1,Quin T.,"From Austin, TX",346.0,315.0,114.0,40.0,32.0
1,Debbie S.,"From Chicago, IL",39.0,35.0,14.0,8.0,0.0
1,"Greg ""GNelly"" N.","From Chicago, IL",23.0,51.0,9.0,4.0,0.0
1,"Artur ""Arto"" O.","From Elmwood Park, IL",54.0,0.0,8.0,9.0,7.0
1,Kayla N.,"From Houston, TX",91.0,128.0,127.0,47.0,13.0
1,Daren J.,"From Chicago, IL",2.0,6.0,5.0,3.0,7.0
1,Jude R.,"From Libertyville, IL",15.0,3.0,3.0,2.0,6.0
1,Paul W.,"From San Francisco, CA",171.0,163.0,39.0,20.0,2.0
1,Ericka S.,"From Washington, DC",138.0,61.0,27.0,24.0,16.0
1,Joshua K.,"From Oak Brook, IL",5.0,1.0,2.0,4.0,1.0
1,Mnunez R.,"From Miami, FL",5.0,3.0,0.0,4.0,3.0
1,Asif S.,"From Chicago, IL",12.0,1.0,1.0,2.0,4.0
1,Amoli P.,"From Chicago, IL",94.0,181.0,92.0,17.0,2.0
1,Marc M.,"From Elmhurst, IL",18.0,0.0,0.0,0.0,0.0
